Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,TotalCorners,TotalYellowCards,TotalGoals,BothTeamsScored,2ndHalfHomeGoals,2ndHalfAwayGoals,2ndHalfTotalGoals,HomeForm,AwayForm,HomeH2HResults,AwayH2HResults,HomeH2HGD,AwayH2HGD
SP1,2023-05-01,Sevilla,Girona,0,2,A,0,1,A,23,9,5,3,6,1,14,11,1,1,0,0,7,2,2,0,0,1,1,13,10,0,0,0,0
SP1,2023-05-02,Almeria,Elche,2,1,H,1,0,H,10,14,4,1,7,13,8,9,2,2,0,0,20,4,3,1,1,1,2,6,3,0,0,0,0
SP1,2023-05-02,Barcelona,Osasuna,1,0,H,0,0,D,21,7,4,2,11,0,7,10,0,0,0,1,11,0,1,0,1,0,1,8,9,0,0,0,0
SP1,2023-05-02,Sociedad,Real Madrid,2,0,H,0,0,D,9,10,4,5,2,6,17,9,1,5,0,1,8,6,2,0,2,0,2,10,9,0,0,0,0
SP1,2023-05-03,Valencia,Villarreal,1,1,D,0,0,D,8,11,1,4,6,6,14,13,4,2,0,0,12,6,2,1,1,1,2,6,9,0,0,0,0
SP1,2023-05-03,Ath Madrid,Cadiz,5,1,H,2,0,H,18,2,8,1,5,2,12,9,3,2,0,0,7,5,6,1,3,1,4,12,7,0,0,0,0
SP1,2023-05-03,Getafe,Celta,1,0,H,1,0,H,14,7,4,1,1,5,21,14,7,5,0,1,6,12,1,0,0,0,0,1,4,0,0,0,0
SP1,2023-05-04,Girona,Mallorca,2,1,H,1,0,H,17,8,7,2,9,5,9,13,4,0,0,0,14,4,3,1,1,1,2,10,8,0,0,0,0
SP1,2023-05-04,Sevilla,Espanol,3,2,H,1,2,A,18,7,6,3,9,0,15,11,1,2,0,0,9,3,5,1,2,0,2,10,4,0,0,0,0
SP1,2023-05-04,Ath Bilbao,Betis,0,1,A,0,1,A,21,12,6,2,13,2,13,7,1,3,1,0,15,4,1,0,0,0,0,10,4,0,0,0,0
SP1,2023-05-04,Vallecano,Valladolid,2,1,H,0,0,D,16,7,6,4,3,4,18,15,0,0,0,0,7,0,3,1,2,1,3,6,7,0,0,0,0
SP1,2023-05-12,Mallorca,Cadiz,1,0,H,1,0,H,8,14,3,4,3,7,16,14,5,3,0,0,10,8,1,0,0,0,0,7,4,0,0,0,0
SP1,2023-05-13,Sociedad,Girona,2,2,D,2,2,D,18,13,6,6,7,4,22,13,5,3,0,1,11,8,4,1,0,0,0,10,12,0,0,0,0
SP1,2023-05-13,Osasuna,Almeria,3,1,H,0,0,D,18,8,7,3,4,1,7,7,0,0,0,0,5,0,4,1,3,1,4,6,6,0,0,0,0
SP1,2023-05-13,Villarreal,Ath Bilbao,5,1,H,2,1,H,17,11,11,5,7,5,11,13,4,3,0,0,12,7,6,1,3,0,3,7,7,0,0,0,0
SP1,2023-05-13,Real Madrid,Getafe,1,0,H,0,0,D,16,9,3,2,1,3,5,23,1,4,0,0,4,5,1,0,1,0,1,9,4,0,0,0,0
SP1,2023-05-14,Celta,Valencia,1,2,A,0,1,A,10,12,6,5,5,4,13,19,3,5,0,1,9,8,3,1,1,1,2,3,7,0,0,0,0
SP1,2023-05-14,Elche,Ath Madrid,1,0,H,1,0,H,15,13,4,4,3,5,16,3,2,0,0,0,8,2,1,0,0,0,0,3,12,0,0,0,0
SP1,2023-05-14,Valladolid,Sevilla,0,3,A,0,0,D,28,17,6,5,8,3,9,16,2,1,0,0,11,3,3,0,0,3,3,6,12,0,0,0,0
SP1,2023-05-14,Espanol,Barcelona,2,4,A,0,3,A,15,15,7,5,4,3,12,9,1,3,0,0,7,4,6,1,2,1,3,4,10,0,0,0,0
SP1,2023-05-15,Betis,Vallecano,3,1,H,2,0,H,11,16,5,4,6,5,11,9,3,2,0,1,11,5,4,1,1,1,2,7,9,0,0,0,0
SP1,2023-05-19,Cadiz,Valladolid,2,0,H,0,0,D,11,6,4,2,4,3,18,18,4,4,0,1,7,8,2,0,2,0,2,4,3,0,0,0,0
SP1,2023-05-20,Girona,Villarreal,1,2,A,1,1,D,9,10,3,5,3,1,16,11,2,1,0,0,4,3,3,1,0,1,1,10,10,0,0,0,0
SP1,2023-05-20,Ath Bilbao,Celta,2,1,H,1,0,H,10,8,3,3,8,5,17,12,4,1,0,0,13,5,3,1,1,1,2,4,3,0,0,0,0
SP1,2023-05-20,Almeria,Mallorca,3,0,H,2,0,H,12,7,3,3,4,6,11,15,1,2,0,0,10,3,3,0,1,0,1,6,7,0,0,0,0
SP1,2023-05-20,Getafe,Elche,1,1,D,1,1,D,9,13,5,4,5,6,19,11,3,1,0,0,11,4,2,1,0,0,0,3,6,0,0,0,0
SP1,2023-05-20,Barcelona,Sociedad,1,2,A,0,1,A,13,13,4,6,8,2,8,16,4,4,0,0,10,8,3,1,1,1,2,12,11,0,0,0,0
SP1,2023-05-21,Vallecano,Espanol,1,2,A,1,1,D,15,10,5,6,4,4,8,11,2,2,0,0,8,4,3,1,0,1,1,6,4,0,0,0,0
SP1,2023-05-21,Ath Madrid,Osasuna,3,0,H,1,0,H,15,12,5,2,8,10,6,11,0,2,0,0,18,2,3,0,2,0,2,9,9,0,0,0,0
SP1,2023-05-21,Valencia,Real Madrid,1,0,H,1,0,H,12,13,6,5,2,9,13,4,4,2,0,1,11,6,1,0,0,0,0,10,9,0,0,0,0
SP1,2023-05-21,Sevilla,Betis,0,0,D,0,0,D,10,5,4,0,4,3,14,11,2,2,0,1,7,4,0,0,0,0,0,12,7,0,0,0,0
SP1,2023-05-23,Celta,Girona,1,1,D,1,0,H,16,11,7,4,9,3,13,13,0,0,0,0,12,0,2,1,0,1,1,3,10,0,0,0,0
SP1,2023-05-23,Sociedad,Almeria,1,0,H,1,0,H,15,2,2,2,10,2,20,8,0,1,0,1,12,1,1,0,0,0,0,11,9,0,0,0,0
SP1,2023-05-23,Valladolid,Barcelona,3,1,H,2,0,H,8,16,4,6,2,6,13,9,1,0,0,0,8,1,4,1,1,1,2,0,9,0,0,0,0
SP1,2023-05-24,Elche,Sevilla,1,1,D,1,1,D,20,9,7,3,9,5,12,10,1,4,0,1,14,5,2,1,0,0,0,7,10,0,0,0,0
SP1,2023-05-24,Real Madrid,Vallecano,2,1,H,1,0,H,12,15,3,6,5,2,11,14,1,3,0,0,7,4,3,1,1,1,2,6,6,0,0,0,0
SP1,2023-05-24,Villarreal,Cadiz,2,0,H,2,0,H,13,16,7,8,7,6,14,8,1,2,0,0,13,3,2,0,0,0,0,13,6,0,0,0,0
SP1,2023-05-24,Betis,Getafe,0,1,A,0,0,D,11,9,4,2,2,5,8,12,2,5,1,0,7,7,1,0,0,1,1,8,4,0,0,0,0
SP1,2023-05-24,Espanol,Ath Madrid,3,3,D,0,2,A,26,16,13,7,16,1,6,9,2,3,0,0,17,5,6,1,3,1,4,6,12,0,0,0,0
SP1,2023-05-25,Mallorca,Valencia,1,0,H,0,0,D,4,15,3,5,2,4,15,12,4,2,0,0,6,6,1,0,1,0,1,4,10,0,0,0,0
SP1,2023-05-25,Osasuna,Ath Bilbao,2,0,H,0,0,D,9,10,3,5,3,6,17,13,3,3,0,0,9,6,2,0,2,0,2,6,4,0,0,0,0
SP1,2023-05-27,Sevilla,Real Madrid,1,2,A,1,1,D,11,6,1,3,1,1,23,10,2,4,1,0,2,6,3,1,0,1,1,8,9,0,0,0,0
SP1,2023-05-28,Almeria,Valladolid,0,0,D,0,0,D,23,8,7,2,2,4,11,16,0,4,0,0,6,4,0,0,0,0,0,6,3,0,0,0,0
SP1,2023-05-28,Ath Bilbao,Elche,0,1,A,0,0,D,27,6,8,2,19,3,7,10,1,1,0,0,22,2,1,0,0,1,1,4,8,0,0,0,0
SP1,2023-05-28,Ath Madrid,Sociedad,2,1,H,1,0,H,11,10,5,5,6,4,8,10,2,2,0,0,10,4,3,1,1,1,2,10,13,0,0,0,0
SP1,2023-05-28,Barcelona,Mallorca,3,0,H,2,0,H,28,3,9,1,14,3,4,9,0,0,0,1,17,0,3,0,1,0,1,9,7,0,0,0,0
SP1,2023-05-28,Cadiz,Celta,1,0,H,0,0,D,13,9,3,4,3,3,16,10,9,5,0,0,6,14,1,0,1,0,1,6,1,0,0,0,0
SP1,2023-05-28,Getafe,Osasuna,2,1,H,1,1,D,16,10,6,2,1,1,11,6,3,1,0,0,2,4,3,1,1,0,1,7,6,0,0,0,0
SP1,2023-05-28,Girona,Betis,1,2,A,1,0,H,9,18,3,7,8,5,14,12,0,1,0,0,13,1,3,1,0,2,2,8,7,0,0,0,0
SP1,2023-05-28,Valencia,Espanol,2,2,D,1,1,D,19,9,4,5,10,3,12,12,0,4,0,0,13,4,4,1,1,1,2,7,7,0,0,0,0
SP1,2023-05-28,Vallecano,Villarreal,2,1,H,0,0,D,15,7,4,2,4,6,9,9,3,5,0,0,10,8,3,1,2,1,3,3,13,0,0,0,0
SP1,2023-06-04,Mallorca,Vallecano,3,0,H,0,0,D,8,20,4,4,2,6,14,15,0,0,0,0,8,0,3,0,3,0,3,6,6,0,0,0,0
SP1,2023-06-04,Osasuna,Girona,2,1,H,0,0,D,14,11,7,6,5,2,12,9,1,5,0,0,7,6,3,1,2,1,3,6,5,0,0,0,0
SP1,2023-06-04,Real Madrid,Ath Bilbao,1,1,D,0,0,D,9,15,2,9,5,6,11,14,2,2,0,0,11,4,2,1,1,1,2,9,3,0,0,0,0
SP1,2023-06-04,Sociedad,Sevilla,2,1,H,1,0,H,17,9,6,4,5,2,10,13,0,1,0,0,7,1,3,1,1,1,2,10,8,0,0,0,0
SP1,2023-06-04,Villarreal,Ath Madrid,2,2,D,1,1,D,22,9,7,3,12,1,9,12,3,2,0,1,13,5,4,1,1,1,2,10,10,0,0,0,0
SP1,2023-06-04,Betis,Valencia,1,1,D,1,0,H,8,10,3,3,5,4,11,11,3,0,0,1,9,3,2,1,0,1,1,10,8,0,0,0,0
SP1,2023-06-04,Celta,Barcelona,2,1,H,1,0,H,12,9,9,2,2,4,13,9,2,2,0,0,6,4,3,1,1,1,2,1,9,0,0,0,0
SP1,2023-06-04,Elche,Cadiz,1,1,D,0,1,A,12,14,5,3,7,4,18,8,4,3,0,0,11,7,2,1,1,0,1,8,6,0,0,0,0
SP1,2023-06-04,Espanol,Almeria,3,3,D,1,1,D,12,11,8,4,7,6,11,12,2,3,0,0,13,5,6,1,2,2,4,5,7,0,0,0,0
SP1,2023-06-04,Valladolid,Getafe,0,0,D,0,0,D,15,4,0,1,6,1,9,25,1,3,0,0,7,4,0,0,0,0,0,4,10,0,0,0,0
SP1,2023-08-11,Almeria,Vallecano,0,2,A,0,2,A,19,10,5,4,8,3,16,25,1,3,0,0,11,4,2,0,0,0,0,0,0,0,0,0,0
SP1,2023-08-11,Sevilla,Valencia,1,2,A,0,0,D,9,10,3,3,8,1,15,17,3,2,1,0,9,5,3,1,1,2,3,0,0,0,0,0,0
SP1,2023-08-12,Sociedad,Girona,1,1,D,1,0,H,15,6,2,1,4,1,22,9,2,5,0,0,5,7,2,1,0,1,1,0,0,0,0,0,0
SP1,2023-08-12,Las Palmas,Mallorca,1,1,D,1,0,H,5,12,2,2,3,6,11,21,3,2,0,0,9,5,2,1,0,1,1,0,0,0,0,0,0
SP1,2023-08-12,Ath Bilbao,Real Madrid,0,2,A,0,2,A,7,14,1,8,7,5,18,6,3,1,0,0,12,4,2,0,0,0,0,0,0,0,0,0,0
SP1,2023-08-13,Celta,Osasuna,0,2,A,0,1,A,11,11,1,5,7,2,11,15,1,1,0,0,9,2,2,0,0,1,1,0,0,0,0,0,0
SP1,2023-08-13,Villarreal,Betis,1,2,A,0,1,A,18,12,5,5,9,4,13,17,1,3,0,0,13,4,3,1,1,1,2,0,0,0,0,0,0
SP1,2023-08-13,Getafe,Barcelona,0,0,D,0,0,D,5,14,2,4,3,4,20,11,8,2,1,1,7,10,0,0,0,0,0,0,0,0,0,0,0
SP1,2023-08-14,Cadiz,Alaves,1,0,H,1,0,H,12,10,3,2,2,4,19,15,3,2,1,0,6,5,1,0,0,0,0,0,0,0,0,0,0
SP1,2023-08-14,Ath Madrid,Granada,3,1,H,1,0,H,14,7,6,4,3,3,15,9,3,1,0,0,6,4,4,1,2,1,3,0,0,0,0,0,0
SP1,2023-08-18,Mallorca,Villarreal,0,1,A,0,0,D,8,15,1,3,6,5,12,11,2,4,0,0,11,6,1,0,0,1,1,1,0,0,0,0,0
SP1,2023-08-18,Valencia,Las Palmas,1,0,H,0,0,D,9,7,4,1,6,4,12,6,0,0,0,0,10,0,1,0,1,0,1,3,1,0,0,0,0
SP1,2023-08-19,Sociedad,Celta,1,1,D,1,0,H,11,17,2,6,9,7,12,12,2,1,0,0,16,3,2,1,0,1,1,1,0,0,0,0,0
SP1,2023-08-19,Almeria,Real Madrid,1,3,A,1,1,D,20,24,8,9,4,5,10,13,1,0,0,0,9,1,4,1,0,2,2,0,3,0,0,0,0
SP1,2023-08-19,Osasuna,Ath Bilbao,0,2,A,0,2,A,18,8,7,2,5,3,9,14,1,5,1,1,8,6,2,0,0,0,0,3,0,0,0,0,0
SP1,2023-08-20,Girona,Getafe,3,0,H,1,0,H,7,9,6,2,3,2,11,20,2,5,0,0,5,7,3,0,2,0,2,1,1,0,0,0,0
SP1,2023-08-20,Barcelona,Cadiz,2,0,H,0,0,D,23,10,10,1,10,2,9,22,4,3,0,0,12,7,2,0,2,0,2,1,3,0,0,0,0
SP1,2023-08-20,Betis,Ath Madrid,0,0,D,0,0,D,14,5,0,1,2,7,10,8,2,1,0,0,9,3,0,0,0,0,0,3,3,0,0,0,0
SP1,2023-08-21,Alaves,Sevilla,4,3,H,2,2,D,14,12,7,2,4,4,14,13,1,2,0,0,8,3,7,1,2,1,3,0,0,0,0,0,0
SP1,2023-08-21,Granada,Vallecano,0,2,A,0,0,D,14,17,7,9,5,6,14,11,2,1,1,0,11,3,2,0,0,2,2,0,3,0,0,0,0
SP1,2023-08-25,Las Palmas,Sociedad,0,0,D,0,0,D,11,8,5,1,5,7,7,29,1,4,0,0,12,5,0,0,0,0,0,1,2,0,0,0,0
SP1,2023-08-25,Celta,Real Madrid,0,1,A,0,0,D,13,10,4,3,3,5,19,14,2,3,0,0,8,5,1,0,0,1,1,1,6,0,0,0,0
SP1,2023-08-26,Cadiz,Almeria,1,1,D,0,0,D,11,5,3,2,7,3,16,22,0,5,1,1,10,5,2,1,1,1,2,3,0,0,0,0,0
SP1,2023-08-26,Granada,Mallorca,3,2,H,1,1,D,10,10,4,5,5,3,11,27,2,7,0,0,8,9,5,1,2,1,3,0,1,0,0,0,0
SP1,2023-08-26,Sevilla,Girona,1,2,A,1,1,D,21,8,4,3,6,6,11,18,2,1,0,0,12,3,3,1,0,1,1,0,4,0,0,0,0
SP1,2023-08-27,Villarreal,Barcelona,3,4,A,2,2,D,13,21,6,11,2,6,12,14,3,3,0,0,8,6,7,1,1,2,3,3,4,0,0,0,0
SP1,2023-08-27,Valencia,Osasuna,1,2,A,0,1,A,16,7,4,2,6,3,13,12,3,4,0,0,9,7,3,1,1,1,2,6,3,0,0,0,0
SP1,2023-08-27,Ath Bilbao,Betis,4,2,H,3,2,H,14,7,6,3,5,3,23,11,4,2,0,0,8,6,6,1,1,0,1,3,4,0,0,0,0
SP1,2023-08-28,Getafe,Alaves,1,0,H,0,0,D,15,16,4,2,4,5,13,15,1,2,0,0,9,3,1,0,1,0,1,1,3,0,0,0,0
SP1,2023-08-28,Vallecano,Ath Madrid,0,7,A,0,3,A,12,17,3,10,8,3,19,17,4,3,0,0,11,7,7,0,0,4,4,6,4,0,0,0,0
SP1,2023-09-01,Cadiz,Villarreal,3,1,H,2,1,H,18,7,4,3,7,3,21,15,5,4,0,1,10,9,4,1,1,0,1,4,3,0,0,0,0
SP1,2023-09-01,Almeria,Celta,2,3,A,0,2,A,16,14,5,8,6,5,9,9,1,1,0,0,11,2,5,1,2,1,3,1,1,0,0,0,0
SP1,2023-09-02,Sociedad,Granada,5,3,H,2,1,H,15,8,6,5,2,5,15,14,1,5,0,0,7,6,8,1,3,2,5,3,3,0,0,0,0
SP1,2023-09-02,Real Madrid,Getafe,2,1,H,0,1,A,26,6,12,2,11,1,12,16,2,6,0,0,12,8,3,1,2,0,2,9,4,0,0,0,0
SP1,2023-09-02,Alaves,Valencia,1,0,H,1,0,H,7,9,1,4,1,2,18,9,4,2,0,0,3,6,1,0,0,0,0,3,6,0,0,0,0
SP1,2023-09-02,Betis,Vallecano,1,0,H,0,0,D,14,15,5,6,2,3,22,20,3,5,0,0,5,8,1,0,1,0,1,4,6,0,0,0,0
SP1,2023-09-03,Girona,Las Palmas,1,0,H,0,0,D,11,10,6,5,3,5,15,10,3,3,0,0,8,6,1,0,1,0,1,7,2,0,0,0,0
SP1,2023-09-03,Mallorca,Ath Bilbao,0,0,D,0,0,D,8,11,2,3,3,5,12,17,0,1,0,0,8,1,0,0,0,0,0,1,6,0,0,0,0
SP1,2023-09-03,Osasuna,Barcelona,1,2,A,0,1,A,11,9,3,4,8,5,6,16,1,3,1,0,13,4,3,1,1,1,2,6,7,0,0,0,0
SP1,2023-09-15,Vallecano,Alaves,2,0,H,1,0,H,20,9,11,1,5,3,15,14,2,3,0,0,8,5,2,0,1,0,1,6,6,0,0,0,0
SP1,2023-09-16,Ath Bilbao,Cadiz,3,0,H,0,0,D,20,5,9,4,5,4,10,20,1,4,0,0,9,5,3,0,3,0,3,7,7,0,0,0,0
SP1,2023-09-16,Valencia,Ath Madrid,3,0,H,2,0,H,12,11,8,3,5,8,13,17,1,5,0,0,13,6,3,0,1,0,1,6,7,0,0,0,0
SP1,2023-09-16,Celta,Mallorca,0,1,A,0,0,D,16,7,4,4,10,1,9,15,1,3,0,0,11,4,1,0,0,1,1,4,2,0,0,0,0
SP1,2023-09-16,Barcelona,Betis,5,0,H,2,0,H,17,11,9,2,9,5,9,10,1,2,0,0,14,3,5,0,3,0,3,10,7,0,0,0,0
SP1,2023-09-17,Getafe,Osasuna,3,2,H,1,1,D,11,8,6,3,6,3,15,11,6,2,0,0,9,8,5,1,2,1,3,4,6,0,0,0,0
SP1,2023-09-17,Villarreal,Almeria,2,1,H,1,1,D,10,17,4,7,7,6,16,6,2,3,0,0,13,5,3,1,1,0,1,3,1,0,0,0,0
SP1,2023-09-17,Sevilla,Las Palmas,1,0,H,0,0,D,26,12,9,2,7,3,13,12,3,5,0,0,10,8,1,0,1,0,1,0,2,0,0,0,0
SP1,2023-09-17,Real Madrid,Sociedad,2,1,H,0,1,A,17,15,8,5,4,3,11,14,3,2,0,0,7,5,3,1,2,0,2,12,6,0,0,0,0
SP1,2023-09-18,Granada,Girona,2,4,A,0,3,A,12,13,5,7,4,5,13,21,3,3,0,0,9,6,6,1,2,1,3,3,10,0,0,0,0
SP1,2023-09-22,Alaves,Ath Bilbao,0,2,A,0,1,A,15,11,5,3,3,4,13,9,2,2,0,0,7,4,2,0,0,1,1,6,10,0,0,0,0
SP1,2023-09-23,Girona,Mallorca,5,3,H,4,1,H,23,15,10,5,6,5,10,12,1,5,0,0,11,6,8,1,1,2,3,13,5,0,0,0,0
SP1,2023-09-23,Osasuna,Sevilla,0,0,D,0,0,D,16,15,2,3,7,4,11,7,2,3,0,0,11,5,0,0,0,0,0,6,3,0,0,0,0
SP1,2023-09-23,Barcelona,Celta,3,2,H,0,1,A,15,13,6,7,2,3,10,11,2,1,0,0,5,3,5,1,3,1,4,13,4,0,0,0,0
SP1,2023-09-23,Almeria,Valencia,2,2,D,0,1,A,17,7,10,5,8,3,12,10,4,2,0,0,11,6,4,1,2,1,3,1,9,0,0,0,0
SP1,2023-09-24,Sociedad,Getafe,4,3,H,1,2,A,10,10,6,7,2,1,13,24,3,2,0,0,3,5,7,1,3,1,4,6,7,0,0,0,0
SP1,2023-09-24,Vallecano,Villarreal,1,1,D,1,1,D,11,13,6,6,2,8,20,18,2,3,0,1,10,5,2,1,0,0,0,9,6,0,0,0,0
SP1,2023-09-24,Betis,Cadiz,1,1,D,0,1,A,21,5,7,1,11,8,10,14,2,3,0,0,19,5,2,1,1,0,1,7,7,0,0,0,0
SP1,2023-09-24,Las Palmas,Granada,1,0,H,0,0,D,10,2,3,1,6,7,13,19,6,4,1,0,13,10,1,0,1,0,1,2,3,0,0,0,0
SP1,2023-09-24,Ath Madrid,Real Madrid,3,1,H,2,1,H,10,20,4,5,6,11,13,10,1,3,0,0,17,4,4,1,1,0,1,7,15,0,0,0,0
SP1,2023-09-26,Sevilla,Almeria,5,1,H,3,0,H,18,10,9,1,9,4,15,16,3,2,0,0,13,5,6,1,2,1,3,4,2,0,0,0,0
SP1,2023-09-26,Mallorca,Barcelona,2,2,D,2,1,H,10,10,5,4,7,2,19,7,4,1,1,0,9,5,4,1,0,1,1,4,15,0,0,0,0
SP1,2023-09-27,Ath Bilbao,Getafe,2,2,D,1,0,H,9,13,4,5,5,4,9,19,5,6,1,0,9,11,4,1,1,2,3,13,6,0,0,0,0
SP1,2023-09-27,Real Madrid,Las Palmas,2,0,H,1,0,H,21,16,9,2,7,2,7,9,0,1,0,0,9,1,2,0,1,0,1,12,4,0,0,0,0
SP1,2023-09-27,Villarreal,Girona,1,2,A,0,0,D,14,17,3,5,5,6,9,11,3,2,0,0,11,5,3,1,1,2,3,7,15,0,0,0,0
SP1,2023-09-27,Cadiz,Vallecano,0,0,D,0,0,D,9,9,2,4,1,2,16,13,5,6,0,1,3,11,0,0,0,0,0,5,7,0,0,0,0
SP1,2023-09-27,Valencia,Sociedad,0,1,A,0,1,A,9,2,2,1,0,2,14,17,4,7,1,0,2,11,1,0,0,0,0,7,8,0,0,0,0
SP1,2023-09-28,Celta,Alaves,1,1,D,1,0,H,8,21,0,11,2,8,9,11,5,3,1,0,10,8,2,1,0,1,1,4,6,0,0,0,0
SP1,2023-09-28,Granada,Betis,1,1,D,0,0,D,19,13,7,3,5,7,14,10,2,1,0,0,12,3,2,1,1,1,2,3,5,0,0,0,0
SP1,2023-09-28,Osasuna,Ath Madrid,0,2,A,0,1,A,13,4,2,3,7,2,14,4,3,3,1,1,9,6,2,0,0,1,1,4,10,0,0,0,0
SP1,2023-09-29,Barcelona,Sevilla,1,0,H,0,0,D,18,12,5,3,13,3,11,15,2,3,0,0,16,5,1,0,1,0,1,13,7,0,0,0,0
SP1,2023-09-30,Getafe,Villarreal,0,0,D,0,0,D,22,3,9,0,6,4,19,11,2,4,0,1,10,6,0,0,0,0,0,7,4,0,0,0,0
SP1,2023-09-30,Vallecano,Mallorca,2,2,D,1,1,D,19,9,5,4,5,0,12,20,2,5,0,0,5,7,4,1,1,1,2,5,5,0,0,0,0
SP1,2023-09-30,Girona,Real Madrid,0,3,A,0,2,A,13,14,3,7,1,4,13,14,2,2,0,1,5,4,3,0,0,1,1,15,12,0,0,0,0
SP1,2023-09-30,Sociedad,Ath Bilbao,3,0,H,1,0,H,8,18,5,3,5,7,20,9,2,2,0,0,12,4,3,0,2,0,2,10,11,0,0,0,0
SP1,2023-10-01,Almeria,Granada,3,3,D,3,0,H,17,19,5,4,1,5,18,14,2,1,0,0,6,3,6,1,0,3,3,2,4,0,0,0,0
SP1,2023-10-01,Alaves,Osasuna,0,2,A,0,1,A,17,10,3,3,4,2,13,13,2,3,1,0,6,5,2,0,0,1,1,4,4,0,0,0,0
SP1,2023-10-01,Ath Madrid,Cadiz,3,2,H,1,2,A,18,8,9,4,5,3,5,10,1,3,0,0,8,4,5,1,2,0,2,10,6,0,0,0,0
SP1,2023-10-01,Betis,Valencia,3,0,H,1,0,H,15,9,7,2,5,3,11,10,2,2,0,0,8,4,3,0,2,0,2,5,4,0,0,0,0
SP1,2023-10-02,Las Palmas,Celta,2,1,H,0,0,D,16,11,5,3,4,5,13,14,2,1,0,0,9,3,3,1,2,1,3,4,4,0,0,0,0
SP1,2023-10-06,Ath Bilbao,Almeria,3,0,H,1,0,H,23,4,9,1,6,2,11,7,2,0,0,0,8,2,3,0,2,0,2,8,2,0,0,0,0
SP1,2023-10-07,Cadiz,Girona,0,1,A,0,0,D,8,20,2,5,5,5,12,13,1,3,1,0,10,4,1,0,0,1,1,5,12,0,0,0,0
SP1,2023-10-07,Real Madrid,Osasuna,4,0,H,1,0,H,19,7,9,1,5,4,9,6,2,2,0,0,9,4,4,0,3,0,3,12,4,0,0,0,0
SP1,2023-10-07,Mallorca,Valencia,1,1,D,1,1,D,9,11,5,3,3,6,17,11,2,1,0,0,9,3,2,1,0,0,0,6,4,0,0,0,0
SP1,2023-10-07,Sevilla,Vallecano,2,2,D,0,2,A,22,7,6,4,12,2,16,19,5,2,0,0,14,7,4,1,2,0,2,7,6,0,0,0,0
SP1,2023-10-08,Villarreal,Las Palmas,1,2,A,0,1,A,9,8,4,5,7,2,17,7,4,4,0,0,9,8,3,1,1,1,2,5,6,0,0,0,0
SP1,2023-10-08,Ath Madrid,Sociedad,2,1,H,1,0,H,14,13,5,4,1,4,9,12,3,3,0,0,5,6,3,1,1,1,2,12,12,0,0,0,0
SP1,2023-10-08,Alaves,Betis,1,1,D,1,1,D,15,6,5,2,5,3,13,9,3,3,0,1,8,6,2,1,0,0,0,4,8,0,0,0,0
SP1,2023-10-08,Celta,Getafe,2,2,D,2,2,D,26,3,11,2,13,1,14,20,1,8,0,1,14,9,4,1,0,0,0,4,5,0,0,0,0
SP1,2023-10-08,Granada,Barcelona,2,2,D,2,1,H,7,22,2,10,1,11,12,7,4,1,0,0,12,5,4,1,0,1,1,2,13,0,0,0,0
SP1,2023-10-20,Osasuna,Granada,2,0,H,1,0,H,12,13,6,3,1,7,19,13,3,4,0,1,8,7,2,0,1,0,1,4,3,0,0,0,0
SP1,2023-10-21,Sociedad,Mallorca,1,0,H,0,0,D,14,18,6,7,2,5,14,16,3,3,0,0,7,6,1,0,1,0,1,9,6,0,0,0,0
SP1,2023-10-21,Getafe,Betis,1,1,D,1,1,D,14,13,4,3,4,8,17,11,5,2,0,0,12,7,2,1,0,0,0,6,6,0,0,0,0
SP1,2023-10-21,Sevilla,Real Madrid,1,1,D,0,0,D,17,14,7,5,4,6,13,6,5,2,0,0,10,7,2,1,1,1,2,8,12,0,0,0,0
SP1,2023-10-21,Celta,Ath Madrid,0,3,A,0,1,A,16,12,3,7,7,5,10,10,3,2,1,0,12,5,3,0,0,2,2,2,12,0,0,0,0
SP1,2023-10-22,Las Palmas,Vallecano,0,1,A,0,0,D,12,12,6,4,10,5,13,11,4,3,0,1,15,7,1,0,0,1,1,9,7,0,0,0,0
SP1,2023-10-22,Girona,Almeria,5,2,H,3,2,H,19,9,8,5,9,6,11,14,1,2,0,0,15,3,7,1,2,0,2,12,2,0,0,0,0
SP1,2023-10-22,Villarreal,Alaves,1,1,D,0,0,D,12,16,3,7,9,3,15,10,4,3,0,0,12,7,2,1,1,1,2,5,2,0,0,0,0
SP1,2023-10-22,Barcelona,Ath Bilbao,1,0,H,0,0,D,12,10,7,3,4,7,11,18,3,3,0,0,11,6,1,0,1,0,1,11,10,0,0,0,0
SP1,2023-10-23,Valencia,Cadiz,2,0,H,2,0,H,12,5,4,4,4,6,16,16,0,3,0,1,10,3,2,0,0,0,0,5,2,0,0,0,0
SP1,2023-10-27,Girona,Celta,1,0,H,0,0,D,12,4,2,2,10,1,15,12,3,2,0,0,11,5,1,0,1,0,1,12,2,0,0,0,0
SP1,2023-10-28,Almeria,Las Palmas,1,2,A,0,1,A,10,10,4,3,3,2,13,19,3,1,0,0,5,4,3,1,1,1,2,2,9,0,0,0,0
SP1,2023-10-28,Barcelona,Real Madrid,1,2,A,1,0,H,15,13,3,4,6,3,15,15,2,1,0,0,9,3,3,1,0,2,2,11,10,0,0,0,0
